"4UIN"	"4UIWT"	"490WT"	"490N"	"4180N"	"4180WT"	"5UIN"	"5UIWT"	"545WT"	"545N"	"590WT"	"590N"	"5180N"	"5180WT"	"6UIWT"	"645WT"	"645N"	"690WT"	"690N"	"6180N"	"6180WT"	"445N"	"445WT"	"Gene_ID"
396	59	145	54	58	675	32	50	45	4	209	20	215	1213	77	36	18	137	23	508	2252	20	62	"E2348C_1659"
214	29	106	36	28	507	5	10	10	2	193	17	187	1187	69	19	6	80	10	309	1590	7	40	"E2348C_1660"
192	26	10	2	5	482	12	20	4	0	17	3	61	509	59	3	1	26	0	106	1320	0	8	"E2348C_1661"
10	1	8	0	1	42	4	0	0	0	11	1	12	44	1	1	0	4	2	14	76	2	0	"E2348C_1662"
118	22	15	9	3	118	10	13	1	2	25	4	40	202	50	6	0	31	7	57	270	2	7	"E2348C_1667"
44	5	25	5	8	150	1	5	1	0	54	3	39	183	20	3	0	20	1	76	421	0	15	"E2348C_1668"
67	16	22	5	2	132	1	1	5	0	24	4	30	242	15	5	1	7	2	94	329	2	5	"E2348C_1669"
59	15	33	13	10	125	1	4	9	0	28	5	59	241	5	1	1	19	7	63	351	2	28	"E2348C_1670"
31	2	0	0	1	11	2	2	0	0	5	0	9	88	16	0	0	3	0	17	138	0	0	"E2348C_1671"
28	4	5	3	2	39	2	3	0	0	7	4	74	268	21	0	0	4	0	76	415	0	0	"E2348C_1672"
53	15	9	5	6	96	8	5	4	0	23	1	40	191	16	1	0	9	3	43	301	1	8	"E2348C_1674"
68	11	14	5	5	93	4	6	3	1	39	3	42	270	15	10	3	18	1	63	388	1	8	"E2348C_1675"
16	1	7	2	5	78	4	2	0	1	10	1	10	77	16	0	1	8	3	18	165	0	4	"E2348C_1676"
149	22	3	3	2	50	8	10	0	1	11	0	23	146	24	0	0	3	0	53	256	3	10	"E2348C_1677"
56	11	30	11	7	103	8	3	3	3	51	4	45	161	22	7	1	12	4	59	324	0	19	"E2348C_1678"
95	17	7	6	7	139	6	14	4	0	41	3	63	263	75	10	0	13	6	60	471	4	16	"E2348C_1680"
75	10	9	4	7	80	8	6	7	0	14	1	30	99	30	0	1	14	4	32	174	3	8	"E2348C_1683"
3	0	22	4	0	52	0	0	1	0	40	1	24	106	6	1	0	7	2	48	135	0	0	"E2348C_1684"
13	4	57	23	9	285	0	1	10	3	95	9	43	445	5	9	2	41	19	192	527	4	21	"E2348C_1685"
23	2	12	1	4	35	2	0	1	0	14	1	21	75	9	3	1	6	3	13	92	1	1	"E2348C_1686"
154	30	44	18	25	469	19	41	16	9	91	8	175	711	64	15	2	40	16	266	1263	7	28	"E2348C_1687"
229	24	67	33	37	539	29	50	18	3	157	20	263	963	84	17	8	76	18	438	1629	4	35	"E2348C_1688"
215	42	27	20	18	281	29	22	11	2	62	4	130	384	47	8	7	18	8	125	662	2	11	"E2348C_1689"
40	10	19	18	4	184	2	3	10	0	41	6	53	267	23	4	0	23	0	91	635	1	13	"E2348C_1690"
11	4	7	3	1	37	0	0	1	0	13	1	11	71	5	0	1	7	3	19	138	1	5	"E2348C_1691"
34	5	20	10	5	83	1	3	5	3	23	3	20	149	10	6	4	15	5	49	203	6	4	"E2348C_1692"
60	3	53	13	18	140	2	3	14	7	113	2	38	645	5	25	6	59	4	44	243	5	34	"E2348C_1693"
58	10	6	8	2	73	1	5	3	0	18	1	25	116	19	10	1	7	2	28	172	3	10	"E2348C_1694"
22	1	3	0	1	60	1	0	2	0	7	0	12	75	7	3	0	4	2	18	139	3	11	"E2348C_1695"
11	1	2	0	1	25	5	2	0	0	12	0	9	19	3	1	0	2	0	5	41	0	1	"E2348C_1696"
130	9	39	25	9	191	16	11	9	2	90	6	82	317	50	17	1	39	6	99	482	5	23	"E2348C_1697"
177	26	28	12	10	171	17	14	13	0	47	12	68	270	39	5	0	30	3	104	621	2	26	"E2348C_1698"
312	60	115	35	15	320	20	25	9	3	179	9	192	1149	64	21	5	55	14	256	1149	6	48	"E2348C_1699"
103	13	47	9	13	151	8	6	4	0	54	3	29	196	28	9	0	27	0	67	308	4	18	"E2348C_1703"
12	2	4	0	3	38	0	0	2	0	8	1	18	66	3	0	0	3	1	26	148	0	0	"E2348C_1704"
29	4	6	1	0	22	0	1	6	1	4	2	8	31	10	2	0	1	0	12	77	1	2	"E2348C_1705"
50	5	7	6	3	30	2	8	2	0	15	0	20	70	6	1	0	10	0	23	104	0	2	"E2348C_1707"
33	5	3	6	3	52	0	3	3	0	7	0	12	58	14	0	0	9	0	12	92	0	7	"E2348C_1708"
63	10	11	7	11	107	6	7	2	0	31	3	56	176	38	8	3	18	6	90	301	4	3	"E2348C_1710"
130	18	21	12	10	323	31	17	6	0	35	4	26	283	133	4	3	38	6	73	525	2	27	"E2348C_1711"
24	9	8	8	4	116	10	2	3	0	16	1	19	140	60	1	4	17	1	52	216	2	5	"E2348C_1712"
159	24	49	21	15	406	7	15	14	3	90	5	87	564	84	15	1	66	12	158	1058	2	43	"E2348C_1713"
80	10	32	12	7	152	7	9	12	5	52	2	36	197	32	5	1	30	3	67	386	4	19	"E2348C_1714"
27	7	4	8	1	48	3	3	0	0	18	2	21	58	10	0	0	9	0	24	148	0	2	"E2348C_1715"
83	18	56	26	12	229	19	11	10	4	102	19	63	295	44	9	4	56	9	109	528	3	30	"E2348C_1716"
20	3	15	3	2	78	1	1	1	1	26	9	14	109	13	1	1	10	5	34	126	1	4	"E2348C_1717"
21	2	14	3	3	39	0	2	2	1	24	4	18	79	5	3	5	4	5	16	111	1	4	"E2348C_1718"
30	2	9	2	3	50	3	2	2	0	21	2	14	84	14	1	4	4	2	16	104	3	0	"E2348C_1719"
48	6	23	10	7	97	1	4	5	4	57	2	21	159	24	4	1	30	7	50	201	1	4	"E2348C_1720"
1543	220	89	49	34	704	179	181	26	5	152	25	282	1146	412	43	17	75	18	457	2482	16	87	"E2348C_1721"
205	19	32	3	11	93	9	8	1	0	61	2	35	248	23	7	0	14	0	61	411	1	11	"E2348C_1722"
84	13	19	3	5	87	8	15	2	1	44	7	52	217	27	10	4	11	0	78	364	4	8	"E2348C_1723"
328	62	201	56	71	755	36	35	41	5	338	30	368	1642	117	60	15	109	30	637	2457	20	59	"E2348C_1724"
107	29	14	4	3	125	7	18	0	0	29	3	26	183	39	3	3	12	2	54	244	4	11	"E2348C_1725"
112	9	6	0	1	32	10	9	3	0	7	0	11	59	21	0	1	13	3	13	72	0	0	"E2348C_1726"
46	8	4	4	6	76	13	9	0	4	16	1	38	193	16	7	2	9	1	44	276	1	4	"E2348C_1727"
462	72	88	49	37	646	30	19	29	4	154	17	190	1376	89	27	5	73	24	398	2109	9	34	"E2348C_1728"
1715	236	138	51	50	1071	96	118	46	9	235	15	135	1524	407	53	22	190	26	366	2159	11	93	"E2348C_1729"
3	1	2	4	0	30	0	2	0	0	10	0	7	34	6	0	0	2	3	14	64	0	4	"E2348C_1730"
1	1	4	2	0	17	6	0	0	0	6	0	12	24	11	0	0	1	0	11	43	0	2	"E2348C_1731"
13	2	5	1	3	23	2	2	1	0	15	0	14	59	3	1	0	4	0	21	124	0	7	"E2348C_1732"
31	5	2	0	0	24	2	1	0	0	5	1	9	32	3	1	0	3	0	6	57	0	4	"E2348C_1733"
38	2	9	3	2	31	3	5	4	0	12	1	24	87	1	3	0	2	0	18	100	1	0	"E2348C_1734"
7	2	1	0	1	26	1	2	0	0	3	0	4	25	11	0	0	3	1	8	45	0	1	"E2348C_1736"
37	11	8	0	4	30	1	4	0	0	11	2	22	66	5	5	0	5	1	22	103	3	1	"E2348C_1737"
120	12	43	14	20	227	5	3	9	0	74	6	65	406	20	11	2	33	4	172	802	4	22	"E2348C_1738"
43	12	9	7	7	102	1	5	5	0	28	5	19	127	20	3	1	16	6	35	239	1	2	"E2348C_1739"
440	74	123	60	28	877	23	19	24	3	268	26	156	1153	102	49	13	152	14	345	2153	23	71	"E2348C_1740"
128	20	35	12	14	243	13	6	3	0	57	3	69	300	47	1	4	30	5	128	498	2	29	"E2348C_1741"
629	104	494	320	289	3288	14	26	97	10	1447	123	1247	8135	107	195	68	501	55	3316	16453	58	277	"E2348C_1742"
29	8	4	1	2	34	1	2	4	3	17	1	35	126	11	1	0	1	3	23	192	0	1	"E2348C_1743"
49	16	19	10	9	170	6	8	8	2	22	4	25	148	81	8	3	19	13	35	182	0	9	"EBG00001076698"
374	71	28	14	8	598	84	85	13	3	55	5	59	481	546	9	2	65	12	96	671	5	43	"E2348C_1744"
261	57	76	38	18	386	14	19	16	6	181	12	273	908	35	11	6	88	17	328	1496	7	60	"E2348C_1745"
17	8	5	6	8	56	4	4	6	0	19	3	17	69	9	1	0	9	0	19	140	0	1	"E2348C_1746"
32	3	1	2	3	38	2	3	2	0	23	0	19	53	13	5	0	2	0	20	127	0	7	"E2348C_1747"
400	62	67	29	16	477	38	73	9	5	108	13	124	630	143	4	3	56	14	218	1079	4	40	"E2348C_1748"
578	114	79	21	28	570	40	52	23	7	149	11	132	1012	100	31	14	114	21	359	1432	15	48	"E2348C_1749"
70	12	17	7	12	152	9	5	4	0	38	2	41	254	34	2	0	22	2	75	466	0	22	"E2348C_1750"
64	8	13	7	4	71	3	8	0	0	18	3	34	125	9	5	5	2	3	39	190	4	8	"E2348C_1751"
2	10	3	0	3	36	7	15	1	0	6	1	9	20	26	2	2	2	1	4	19	1	1	"E2348C_tRNA_31"
258	38	34	6	8	278	19	27	3	2	65	9	41	338	53	7	2	41	7	98	456	6	24	"E2348C_1752"
21	6	10	6	2	55	2	4	0	0	21	0	13	110	4	0	2	14	2	38	184	1	2	"E2348C_1753"
100	12	27	4	7	244	7	10	6	4	30	3	36	298	40	6	1	20	6	95	438	0	15	"E2348C_1760"
1198	163	406	113	41	1843	64	56	43	6	548	42	689	2739	227	47	22	216	44	1002	5248	20	133	"E2348C_1761"
74930	12371	8679	4577	2546	125757	8341	10329	2371	1431	13425	1469	10978	78157	34196	1848	731	20871	2631	21819	190670	696	3322	"E2348C_1762"
36	7	4	1	5	49	2	6	0	0	11	0	21	93	31	1	2	15	0	14	146	0	6	"E2348C_1763"
12	4	2	2	0	17	1	3	0	0	4	0	7	15	3	2	3	0	0	2	50	0	3	"E2348C_1768"
1093	188	36	16	13	416	46	87	10	1	47	3	50	478	366	4	7	29	3	113	558	14	65	"E2348C_1770"
61	15	1	2	5	42	1	2	3	0	12	3	22	106	9	0	0	3	2	25	172	0	2	"E2348C_1771"
170	31	17	10	25	148	11	29	11	0	46	4	114	352	68	13	2	27	7	132	495	2	27	"E2348C_1772"
64	14	11	12	10	100	7	8	4	2	23	1	30	135	32	6	4	7	0	43	236	1	6	"E2348C_1773"
28	5	2	1	4	33	1	0	2	0	7	4	15	56	3	4	1	7	0	23	79	5	2	"E2348C_1778"
80	7	5	2	2	57	4	6	3	0	7	0	9	69	13	3	0	2	1	31	158	0	8	"E2348C_1781"
274	64	40	21	25	295	35	33	13	1	69	7	136	734	111	23	7	42	6	105	1053	5	51	"E2348C_1787"
38	12	7	8	2	38	3	5	2	0	11	0	11	54	9	2	0	6	0	28	126	0	4	"E2348C_1788"
54	2	5	3	5	70	10	11	3	2	22	1	19	115	26	2	0	7	0	31	196	0	5	"E2348C_1789"
321	50	20	16	4	267	24	46	7	1	22	1	38	201	126	5	1	22	5	51	350	0	20	"E2348C_1790"
24	1	14	3	0	30	1	1	7	1	21	0	8	53	2	15	0	16	2	12	90	1	1	"E2348C_1791"
147	14	18	9	6	254	14	15	6	1	30	1	28	292	47	1	4	30	5	107	488	0	37	"E2348C_1792"
145	21	31	5	8	178	9	11	4	0	41	6	44	262	36	6	4	25	9	92	556	4	16	"E2348C_1793"
46	6	9	2	4	31	2	3	4	0	12	6	25	84	8	1	1	6	0	21	163	0	4	"E2348C_1794"
46	11	6	1	3	28	4	4	0	0	14	1	13	101	11	0	3	7	0	19	117	0	7	"E2348C_1795"
57	8	21	7	4	147	18	16	7	1	29	7	36	182	28	6	0	9	3	45	326	0	20	"E2348C_1796"
28	2	4	1	2	31	2	9	0	0	9	0	22	70	7	0	3	1	0	23	99	0	1	"E2348C_1797"
10	0	10	4	1	31	0	2	0	0	6	1	5	32	3	0	2	3	0	11	38	0	1	"E2348C_1798"
606	98	112	50	37	875	21	22	22	4	142	28	217	1581	167	34	21	73	19	427	1990	11	82	"E2348C_1809"
1213	174	142	54	39	867	57	82	34	10	208	28	298	2298	380	32	11	114	26	609	2451	22	95	"E2348C_1810"
21	1	1	2	2	18	0	8	1	0	4	0	4	26	1	0	0	2	1	4	40	0	0	"E2348C_1827"
35	4	15	7	5	169	0	2	3	0	39	2	31	200	13	3	0	38	2	106	506	4	6	"E2348C_1829"
7	0	2	1	0	17	0	0	1	0	4	2	6	28	6	0	3	4	1	24	60	0	0	"E2348C_1830"
18	2	2	0	2	17	3	0	1	0	3	0	7	22	2	1	0	2	0	7	31	0	1	"E2348C_1831"
19	3	0	0	2	55	2	3	2	0	7	0	3	37	21	0	0	4	1	13	89	0	3	"E2348C_1832"
388	36	27	2	7	149	13	37	5	1	28	0	30	251	103	5	2	12	12	66	265	1	23	"E2348C_1839"
178	22	33	12	7	154	12	7	6	1	49	3	46	343	30	7	4	27	2	64	367	4	6	"E2348C_1840"
801	120	218	83	75	1601	65	91	41	18	322	38	293	2195	250	71	15	177	36	577	3434	16	56	"E2348C_1841"
552	108	97	55	59	777	54	68	17	7	286	51	361	1398	145	35	15	94	23	415	2059	29	60	"E2348C_1842"
105	22	31	25	26	213	8	18	8	0	72	9	146	480	53	15	4	27	5	150	800	5	36	"E2348C_1843"
9	1	5	1	0	30	0	3	0	0	7	0	6	23	29	0	0	3	1	9	33	0	4	"E2348C_1844"
5337	882	1374	509	389	7287	220	273	340	50	2498	317	1865	11124	1062	405	180	1603	149	4082	20669	140	500	"E2348C_1845"
2515	325	724	237	165	3312	92	135	185	12	1300	138	716	5837	387	207	74	616	66	2091	9004	148	335	"E2348C_1846"
7528	1158	1455	565	413	7994	402	566	315	66	2523	290	1807	12071	1691	413	181	1467	187	3812	19677	165	593	"E2348C_1847"
1127	172	297	110	124	1621	129	193	66	25	586	77	856	3894	469	65	33	265	67	1155	5238	34	186	"E2348C_1848"
20	1	5	1	0	34	0	2	1	0	4	0	3	39	7	0	0	3	3	9	35	0	6	"E2348C_1850"
26	2	4	2	1	37	5	7	2	0	5	1	4	44	38	0	0	2	0	18	66	2	2	"E2348C_1851"
48	7	3	0	5	38	8	9	1	0	13	2	21	44	9	1	0	8	1	27	130	2	6	"E2348C_1852"
20	5	0	0	1	11	3	4	1	0	5	0	2	30	0	2	1	4	0	13	51	0	0	"E2348C_1853"
83	7	3	1	3	66	8	7	0	1	14	0	22	116	26	0	2	8	1	40	271	2	2	"E2348C_1854"
128	11	37	12	9	224	7	11	8	2	53	9	45	335	74	2	6	42	6	107	478	8	21	"E2348C_1855"
94	15	29	11	9	143	4	7	8	0	63	2	45	220	24	6	1	25	4	103	493	3	17	"E2348C_1856"
5	2	12	1	0	33	0	0	0	0	6	3	9	35	8	1	0	3	0	8	63	0	1	"E2348C_1857"
22	5	19	23	12	131	4	5	0	5	61	13	56	196	19	7	4	24	2	79	499	3	7	"E2348C_1858"
49	12	7	2	2	69	2	1	0	0	16	1	16	97	6	2	3	8	2	25	171	0	4	"E2348C_1859"
16	0	0	1	2	20	3	3	0	0	1	0	6	59	4	1	0	2	0	6	112	4	3	"E2348C_1860"
25	2	4	0	5	21	0	1	3	0	13	0	6	52	10	2	3	4	2	20	87	0	1	"E2348C_1861"
35	3	5	5	3	43	0	0	1	1	17	4	11	97	6	0	0	3	1	32	121	0	3	"E2348C_1863"
24	3	8	3	1	11	0	3	0	0	10	1	20	78	0	0	1	11	0	19	95	0	2	"E2348C_1864"
61	4	17	9	5	195	1	5	5	3	43	5	18	242	32	10	2	28	7	55	392	1	15	"E2348C_1865"
66	4	13	9	7	124	3	8	8	1	23	3	19	138	28	2	0	7	3	53	167	0	5	"E2348C_1866"
1007	159	91	35	51	1056	50	59	31	8	179	16	197	1658	140	30	19	163	42	428	2501	6	40	"E2348C_1867"
123	30	38	17	10	154	7	6	7	1	63	6	122	348	11	7	3	22	1	155	584	4	29	"E2348C_1868"
43	9	10	3	4	118	13	5	0	0	33	1	26	147	39	6	2	18	2	34	269	1	12	"E2348C_1869"
754	115	44	17	29	152	57	29	9	7	36	3	47	331	127	13	5	28	8	79	230	10	38	"E2348C_1871"
19	6	11	8	4	82	1	3	0	0	16	3	18	83	6	3	1	12	0	35	182	0	4	"E2348C_1877"
12	2	2	0	0	10	0	2	0	0	0	0	7	21	6	0	0	3	0	9	48	0	0	"E2348C_1881"
33	7	3	0	1	35	5	5	0	0	3	0	19	51	9	1	0	1	0	22	144	0	2	"E2348C_1882"
15	9	4	0	1	36	3	5	0	0	5	0	18	62	7	0	2	4	1	15	135	0	0	"E2348C_1883"
12	2	3	2	1	25	1	1	0	0	7	0	11	34	2	0	0	1	0	8	106	0	0	"E2348C_1884"
80	16	2	2	5	75	9	12	1	1	5	0	39	197	17	0	0	3	2	57	324	1	4	"E2348C_1885"
8	0	3	1	0	23	0	0	0	1	0	0	10	35	5	0	0	1	0	12	56	0	1	"E2348C_1886"
20	3	5	4	1	20	0	4	0	0	12	1	11	28	4	1	0	3	0	22	105	3	4	"E2348C_1887"
1398	167	18	14	12	100	128	113	15	2	30	9	56	219	306	7	4	11	11	65	196	3	32	"E2348C_1889"
106	15	34	7	16	205	6	17	4	2	76	9	92	362	31	9	9	39	7	103	576	2	28	"E2348C_1890"
98	16	32	18	6	160	6	13	7	0	51	7	64	256	26	6	3	28	4	90	478	0	2	"E2348C_1891"
44	12	21	7	11	77	7	1	6	0	41	6	39	170	14	8	2	15	1	53	273	0	21	"E2348C_1892"
273	38	45	42	32	287	51	33	10	5	83	10	127	518	106	15	7	41	18	211	805	9	24	"E2348C_1893"
61	12	23	7	5	102	4	6	3	2	31	1	28	164	26	1	2	16	8	67	301	2	10	"E2348C_1894"
75	15	5	10	7	52	7	13	6	0	8	0	23	102	18	2	1	11	1	27	168	0	4	"E2348C_1895"
1	0	2	2	0	27	4	0	1	0	8	3	7	27	0	2	0	4	1	12	70	0	0	"E2348C_1896"
33	5	12	6	3	190	5	1	1	0	23	4	23	135	8	1	0	13	2	59	362	1	2	"E2348C_1897"
12	2	2	0	0	14	1	1	0	0	4	0	1	34	0	1	0	0	0	9	47	0	1	"E2348C_1898"
24	10	11	1	2	47	2	1	4	0	16	1	13	91	8	6	2	9	2	31	150	0	6	"E2348C_1904"
186	26	54	25	16	240	4	16	8	2	61	6	55	318	54	3	1	35	10	88	503	1	19	"E2348C_1905"
9386	1068	1113	531	301	7875	685	1045	214	72	1570	215	3713	9733	1216	222	84	662	185	4515	26658	123	826	"E2348C_1906"
221	36	19	14	8	398	29	28	4	2	44	7	90	446	28	3	6	43	10	185	1175	6	23	"E2348C_1907"
59	4	9	2	5	50	2	5	1	0	14	0	21	125	24	7	1	10	3	41	158	0	4	"E2348C_1908"
315	37	217	86	57	875	8	14	18	6	372	30	332	1590	61	56	16	73	20	657	3076	19	146	"E2348C_1909"
50	10	5	0	0	55	7	7	0	0	8	0	21	89	24	6	0	5	1	19	143	5	11	"E2348C_1910"
9	1	1	1	1	12	0	0	0	0	5	1	3	27	5	0	0	2	0	8	49	1	4	"E2348C_1911"
16	1	1	0	0	25	4	3	0	0	1	0	1	27	11	0	0	1	0	13	73	0	0	"E2348C_1912"
123	25	23	13	4	144	14	15	4	0	21	0	43	216	55	4	3	26	5	66	362	2	8	"E2348C_1913"
43	4	14	0	9	104	4	4	6	2	34	3	41	163	8	3	2	18	2	62	429	1	19	"E2348C_1914"
16	3	3	2	1	11	0	1	0	0	3	0	2	31	10	0	0	0	0	15	50	0	3	"E2348C_1916"
27	4	6	2	3	33	2	3	0	0	5	0	12	48	22	2	0	2	2	11	75	0	3	"E2348C_1917"
8	4	1	2	2	20	0	0	0	0	5	0	3	45	17	1	0	5	0	16	63	0	5	"E2348C_1918"
107	14	5	0	1	51	3	6	1	1	12	0	9	50	12	4	0	4	2	19	134	1	2	"E2348C_1919"
60	9	21	6	7	71	0	5	1	1	27	0	20	140	15	5	1	13	3	63	177	1	5	"E2348C_1920"
320	55	76	30	29	631	18	28	11	5	152	18	130	914	140	14	7	82	6	343	1565	5	57	"E2348C_1921"
243	17	33	6	9	393	43	62	6	2	34	4	36	410	89	15	7	28	4	58	749	2	14	"E2348C_1922"
291	36	25	16	11	279	12	22	11	3	43	4	36	359	50	11	4	21	5	98	526	3	23	"E2348C_1925"
195	27	18	23	9	171	16	19	7	3	64	10	78	275	98	14	4	20	5	104	465	2	28	"E2348C_1927"
92	10	27	9	9	127	10	7	5	2	52	10	57	302	45	5	2	24	10	69	489	1	5	"E2348C_1928"
191	33	31	18	23	199	12	16	7	0	74	12	66	450	56	10	3	38	4	101	476	6	12	"E2348C_1929"
45	9	26	2	7	79	2	2	4	4	28	2	31	140	13	0	2	20	2	38	252	2	12	"E2348C_1930"
96	8	24	5	3	127	10	11	6	1	34	6	33	168	33	2	1	24	1	40	280	2	3	"E2348C_1931"
173	34	50	18	17	403	10	25	16	6	108	7	65	557	31	24	4	70	4	187	891	3	18	"E2348C_1932"
153	9	6	4	3	94	13	11	0	1	14	0	11	159	38	3	2	5	1	28	260	2	8	"E2348C_1933"
291	67	31	12	20	279	29	19	10	0	30	5	58	275	94	4	1	46	8	94	548	1	15	"E2348C_1934"
31	2	2	0	0	42	5	7	1	0	19	0	12	80	11	4	3	15	2	19	109	0	8	"E2348C_1935"
5	2	6	1	2	12	2	2	0	1	3	2	4	24	8	0	0	0	0	5	44	0	0	"E2348C_1936"
97	14	37	21	16	135	3	7	6	5	42	3	69	294	17	10	3	28	6	105	486	7	24	"E2348C_1937"
64	8	27	16	23	256	5	4	6	2	64	8	113	319	14	19	7	17	6	220	641	5	18	"E2348C_1939"
12	1	5	8	2	89	5	0	2	0	20	2	11	44	32	0	0	11	1	21	139	0	2	"E2348C_1940"
813	131	66	20	31	412	80	82	11	6	73	14	324	1360	152	7	3	36	9	451	2026	5	25	"E2348C_1941"
419	68	24	13	22	298	40	63	3	0	64	11	231	724	68	10	3	18	8	280	1469	5	23	"E2348C_1942"
678	158	40	21	36	491	55	75	22	4	74	8	421	1636	122	8	1	27	10	538	3262	12	34	"E2348C_1943"
23	4	4	2	1	56	0	0	2	1	14	3	9	78	2	2	1	7	0	10	147	1	0	"E2348C_1944"
5	2	24	8	11	238	1	0	3	0	79	7	39	322	0	2	4	49	4	149	919	2	1	"E2348C_1945"
156	32	87	29	44	465	6	11	18	6	217	18	197	1051	46	21	13	110	14	411	1330	18	23	"E2348C_1946"
21178	2486	1099	781	501	12462	1627	2082	488	106	2267	252	2086	13084	5268	393	154	2350	425	5024	23734	225	810	"E2348C_1947"
4087	568	285	155	144	2898	329	451	103	19	410	71	421	2575	1457	97	33	478	93	1071	4091	67	121	"E2348C_1948"
473	66	118	37	32	834	75	76	39	7	140	10	82	1304	203	32	9	98	38	159	1029	10	41	"E2348C_1949"
28	4	33	13	12	164	1	4	14	4	53	3	49	488	9	20	3	33	11	33	243	2	26	"E2348C_1950"
43	9	19	4	1	89	1	3	4	1	18	0	15	121	10	3	3	16	2	34	131	0	8	"E2348C_1951"
131	25	39	18	12	225	3	10	5	1	55	6	87	327	51	5	4	20	2	166	697	4	11	"E2348C_1952"
646	127	115	87	69	577	62	51	41	7	212	35	375	1278	123	50	19	84	23	548	1715	22	64	"E2348C_1954"
856	133	121	55	43	711	81	108	45	7	214	34	327	1515	275	34	22	86	33	410	1968	17	80	"E2348C_1955"
346	51	58	42	24	414	30	49	35	6	184	16	218	803	108	11	15	72	17	253	1222	11	45	"E2348C_1956"
626	87	70	57	35	757	61	53	37	6	216	18	181	1195	246	38	6	134	51	312	1611	20	71	"E2348C_1957"
67	12	15	7	2	94	5	11	0	0	18	1	17	107	43	0	0	20	1	40	219	1	26	"E2348C_1958"
96	15	12	12	2	117	9	11	1	1	28	0	28	188	44	5	1	15	0	56	317	4	8	"E2348C_1959"
27	9	10	3	2	44	3	3	5	0	31	6	26	89	11	6	0	4	1	24	123	2	9	"E2348C_1960"
100	15	5	0	0	76	9	19	5	1	8	0	7	89	46	0	0	1	1	7	151	0	4	"E2348C_1961"
39	7	11	5	0	52	5	3	2	0	7	0	4	70	21	0	0	7	2	20	106	0	5	"E2348C_1962"
16	0	3	1	0	29	3	0	0	0	8	1	7	89	3	0	0	1	0	25	99	0	5	"E2348C_1963"
18	2	0	2	1	42	2	7	0	0	3	0	2	51	14	0	0	3	0	5	60	0	0	"EBG00001076702"
143	10	16	3	7	116	6	11	5	1	21	2	20	154	27	7	0	17	3	51	231	3	14	"E2348C_1964"
84	11	20	9	5	76	6	10	1	1	35	3	42	128	5	7	2	7	6	37	173	1	4	"E2348C_1965"
232	28	55	16	17	140	2	12	12	1	75	12	55	401	25	7	1	43	4	112	493	8	31	"E2348C_1966"
24	1	10	5	3	89	2	1	3	0	28	1	20	113	6	4	1	16	4	46	227	1	17	"E2348C_1967"
49	6	23	14	8	90	4	7	4	1	22	1	31	147	15	0	1	9	0	37	162	4	12	"E2348C_1968"
67	13	8	0	2	82	5	2	0	0	17	1	17	107	17	2	1	9	0	48	230	0	5	"E2348C_1969"
73	11	7	1	3	40	11	10	3	1	10	1	18	109	23	3	1	6	1	25	122	0	6	"E2348C_1970"
142	19	18	6	11	43	13	11	0	1	27	7	53	248	38	10	11	12	4	36	145	8	18	"E2348C_1971"
69	7	36	15	8	156	4	5	8	1	53	4	34	316	22	5	0	30	4	80	492	0	14	"E2348C_1972"
132	27	43	14	10	306	6	6	13	3	100	9	49	439	49	21	6	106	12	136	812	3	26	"E2348C_1973"
126	21	16	7	8	159	6	17	6	0	65	3	64	283	39	6	0	31	1	102	542	1	14	"E2348C_1974"
69	12	21	10	10	122	8	10	1	0	34	10	97	221	19	1	2	15	1	137	584	2	8	"E2348C_1975"
45	5	11	5	9	99	3	3	2	0	22	6	55	149	20	1	0	8	3	41	292	2	4	"E2348C_1976"
154	35	33	13	16	204	20	19	9	0	55	7	127	327	55	7	8	14	4	139	611	4	16	"E2348C_1977"
40	5	9	1	2	44	6	4	2	1	7	2	9	57	1	1	0	1	2	26	115	0	4	"E2348C_1978"
296	44	18	5	16	294	53	38	3	4	39	7	183	735	87	6	2	30	7	160	1321	1	7	"E2348C_1979"
198	21	15	16	3	122	14	11	3	1	38	2	49	236	52	6	6	12	1	100	270	7	11	"E2348C_1980"
536	76	24	13	17	216	33	43	5	4	52	5	187	755	226	11	5	28	5	233	431	4	23	"E2348C_1981"
339	40	58	34	22	572	20	15	10	4	97	12	361	1471	144	24	10	57	12	703	621	12	29	"E2348C_1982"
89	9	32	20	12	378	5	8	3	0	50	8	128	486	10	3	10	32	3	267	635	2	12	"E2348C_1983"
56	9	14	7	8	127	3	9	8	2	21	1	54	292	28	0	0	19	1	113	205	0	11	"E2348C_1984"
82	13	12	7	2	75	3	3	0	0	25	4	36	126	17	0	3	13	0	42	290	2	4	"E2348C_1985"
86	14	18	13	8	105	4	10	7	1	18	6	32	161	24	6	4	19	5	44	232	0	5	"E2348C_1986"
72	14	13	7	7	113	15	10	8	1	58	2	60	217	32	2	2	21	1	68	458	1	9	"E2348C_1988"
117	29	22	16	18	216	13	9	4	2	68	7	105	329	45	10	2	26	2	139	796	4	5	"E2348C_1989"
20	9	4	1	5	45	8	13	1	1	14	2	29	84	14	1	0	6	2	21	155	0	0	"E2348C_1990"
308	49	49	39	37	390	45	58	23	1	130	10	188	655	73	19	3	64	16	211	1233	8	41	"E2348C_1991"
40	7	2	1	0	43	5	8	0	0	4	0	6	38	32	0	0	4	0	10	70	0	4	"E2348C_1992"
